"group_id","artifact_id","desc","tags"
"com.lihaoyi","utest_2.12","utest","testing"
"com.github.scopt","scopt_2.12","a command line options parsing library","github=command-line=cli=parser"
"org.scala-sbt","compiler-interface","Incremental compiler of Scala","compiler=interface=build=build-system=sbt=scala"
"org.apereo.cas","cas-server-core-cookie-api","cas-server-core-cookie-api","server=api"
"org.eclipse.neoscada.core","org.eclipse.scada.core.server","Eclipse SCADA Core Server (Incubation)","server=eclipse"
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.world","Configuration Model","eclipse=ide=config"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.core.server.common","Eclipse SCADA Core Server Common (Incubation)","server=eclipse"
"org.eclipse.ditto","ditto-services-models-policies","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse=model=policy"
"org.eclipse.ditto","ditto-services-utils-distributed-cache-model","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=eclipse=service=cache=distributed"
"net.sf.ezmorph","ezmorph","Simple java library for transforming an Object to another Object.",""
"batik","batik-gvt","Batik GVT","graphics=svg"
"batik","batik-script","Batik Script","graphics=svg=scripting"
"batik","batik-svg-dom","Batik SVG DOM","graphics=svg=dom"
"javax.sip","jain-sip-api","JAIN Sip API","api=javax=specs=standard"
"org.eclipse.wst","validation","Validation Framework","eclipse=validation"
"exo","exoplatform.commons","EXo Commons",""
"exo","exoplatform.services.common.api","EXo Base Services API","service=api"
"exo","exoplatform.container","exo services api jar.","container"
"org.mule.transports","mule-transport-http","A Mule transport for Http Connectivity. This transport supplies a simple Http Server implementation.","transport=http"
"org.apache.cxf","cxf-rt-frontend-simple","Apache CXF Runtime Simple Frontend","apache=frontend"
"org.codehaus.plexus","plexus-compiler-api","Plexus Compilers component's API to manipulate compilers.","compiler=codehaus=api"
"org.glassfish.jersey.ext","jersey-spring3","Jersey extension module providing support for Spring 3 integration.","spring=webservice"
"org.apache.geronimo.specs","geronimo-activation_1.1_spec","Java Activation Spec API 1.1","apache=specs"
"com.atomikos","atomikos-util","Atomikos Util",""
"com.atomikos","transactions-api","Transactions API","api"
"org.hibernate","hibernate-c3p0","Hibernate ORM 6.0.0.Alpha6 release. See http://hibernate.org/orm/releases/6.0","pooling=hibernate=persistence"
"org.seleniumhq.selenium","selenium-ie-driver","Selenium automates browsers. That's it! What you do with that power is entirely up to you.","testing=selenium=driver"
"org.eclipse.debug","ui","Debug UI","eclipse=debug=ui"
"org.apache.axis","axis","POM was created from deploy:deploy-file","apache"
"org.apache.directory.server","apacheds-protocol-ldap","The LDAPv3 protocol provider for ApacheDS","server=apache=ldap=protocol=directory"
"org.asynchttpclient","async-http-client","The Async Http Client (AHC) classes.","asynchronous=client=http"
"com.typesafe.play","play_2.11","Play","typesafe=play-framework=web=framework"
"com.typesafe.play","play-ws_2.11","Play-WS","typesafe=play-framework=http=client"
"org.springframework.security","spring-security-taglibs","spring-security-taglibs","security=spring=jsp=taglib"
"org.apache.sling","org.apache.sling.commons.json","Apache Sling JSON Library","json=apache"
"com.linkedin.pegasus","log-test-config","Pegasus is a framework for building robust, scalable service architectures using dynamic discovery and simple asychronous type-checked REST + JSON APIs.","testing=linkedin=config=logging"
"org.apache.lucene","lucene-misc","Miscellaneous Lucene extensions","index=lucene=apache"
"com.sun.jersey","jersey-bundle","A bundle containing code of all jar-based modules that provideJAX-RS and Jersey-related features. Such a bundle is *only intended* fordevelopers that do not use Maven's dependency system.The bundle does not include code for contributes, tests and samples.","bundle=webservice"
"org.slf4j","slf4j-jcl","SLF4J JCL Binding","logging=slf4j=bridge"
"com.netflix.eureka","eureka-client","eureka-client","client=distributed=coordination"
"org.apache.hbase","hbase-server","Server functionality for HBase","database=server=hadoop=apache=hbase"
"de.javakaffee","kryo-serializers","Additional kryo (http://kryo.googlecode.com) serializers for standard jdk types (e.g. currency, jdk proxies) and some for external libs (e.g. joda time, cglib proxies, wicket).","serialization"
"org.apache.hive","hive-metastore","Hive Metastore","apache=hadoop"
"org.bouncycastle","bcprov-jdk16","The Bouncy Castle Crypto package is a Java implementation of cryptographic algorithms. This jar contains JCE provider and lightweight API for the Bouncy Castle Cryptography APIs for JDK 1.6.","encryption"
"com.squareup","javapoet","Use beautiful Java code to generate beautiful Java code.",""
"org.apache.qpid","qpid-jms-client","The core JMS Client implementation","jms=queue=apache=client"
"org.scalatest","scalatest","scalatest","scala=testing"
"org.apache.cxf.services.sts","cxf-services-sts-core","Apache CXF STS Core","service=apache"
"org.openjdk.jmh","jmh-generator-bytecode","JMH benchmark generator, based on bytecode inspection.","generator=bytecode"
"org.openjdk.jmh","jmh-generator-reflection","JMH benchmark generator, based on reflection.","generator"
"org.springframework.cloud","spring-cloud-config-server","spring-cloud-config-server","server=spring=config=cloud"
"com.github.mpilquist","simulacrum_2.11","core","github"
"org.apache.beam","beam-runners-direct-java","Beam Runners Direct Java","apache"
"com.vladsch.flexmark","flexmark","Core of flexmark-java (implementation of CommonMark for parsing markdown and rendering to HTML)","markdown"
"com.vladsch.flexmark","flexmark-ext-yaml-front-matter","flexmark-java extension for YAML front matter","yaml"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.infrastructure","Infrastructure Model (Incubation)","eclipse=ide=config"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.globalization","Globalize Model (Incubation)","eclipse=ide=config"
"com.github.scullxbones","akka-persistence-mongo-casbah_2.12","akka-persistence-mongo-casbah","actor=github=persistence=akka=distributed=concurrency=mongodb"
"org.eclipse.ditto","ditto-signals-events-base","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","eclipse=event"
"org.eclipse.neoscada.utils","org.eclipse.scada.ui.databinding","Eclipse SCADA Databinding Utilities (Incubation)","eclipse=ui=binding"
"org.eclipse.ditto","ditto-model-thingsearch","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=eclipse"
"org.eclipse.ditto","ditto-signals-commands-thingsearch","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","eclipse"
"de.wayofquality.blended","blended.util.logging_2.12","Logging utility classes to use in other bundles","logging"
"bcel","bcel","BCEL","bytecode"
"net.sf.dozer","dozer","Dozer",""
"org.apache.cxf","cxf-rt-bindings-soap","Apache CXF Runtime SOAP Binding","binding=apache=soap"
"batik","batik-ext","Batik Ext","graphics=svg"
"batik","batik-parser","Batik Parser","graphics=svg=parser"
"batik","batik-transcoder","Batik Transcoder","graphics=svg"
"org.apache.tuscany.sca","tuscany-assembly-xml","Apache Tuscany SCA Assembly XML Model","assembly=apache=xml"
"org.springframework.security","spring-security-ldap","spring-security-ldap","security=spring=directory=ldap"
"org.apache.axis2","axis2-kernel","Core Parts of Axis2. This includes Axis2 engine, Client API, Addressing support, etc.,","webservice=apache"
"woodstox","wstx-asl","WSTX ASL",""
"org.codehaus.plexus","plexus-interactivity-api","Plexus Default Interactivity Handler","codehaus=api"
"org.apache.geronimo.specs","geronimo-javamail_1.4_spec","Javamail 1.4 API Specification","apache=mail=specs"
"org.sonatype.plexus","plexus-sec-dispatcher","Plexus Security Dispatcher Component","dispatcher"
"org.ops4j.pax.url","pax-url-wrap","OPS4J Pax Url - wrap: protocol handler","url"
"com.google.appengine","appengine-api-labs","AppEngine API Labs","google=appengine=api"
"org.openrdf.sesame","sesame-rio-rdfxml","Rio parser and writer implementation for the RDF/XML file format.",""
"org.eclipse.jetty.websocket","javax-websocket-server-impl","Javax WebSocket Server Impl","server=eclipse=websocket=webserver=jetty"
"org.netbeans.api","org-openide-windows","OpenIDE Windows","api=ide=netbeans"
"org.netbeans.api","org-netbeans-modules-projectapi","NetBeans Modules ProjectAPI","module=api=ide=netbeans"
"org.apache.jackrabbit","jackrabbit-core","Jackrabbit content repository implementation","apache=cms"
"org.bouncycastle","bcprov-jdk15","The Bouncy Castle Crypto package is a Java implementation of cryptographic algorithms. This jar contains JCE provider and lightweight API for the Bouncy Castle Cryptography APIs for JDK 1.5.","encryption"
"org.apache.shiro","shiro-ehcache","Apache Shiro :: Support :: EHCache","apache=security=cache"
"org.springframework.data","spring-data-redis","Spring Data Redis","database=data=spring=client=redis"
"org.apache.cxf","cxf-rt-databinding-aegis","Apache CXF Runtime Aegis Databinding","apache=binding"
"org.apache.jackrabbit","jackrabbit-api","Jackrabbit-specific extensions to the JCR API","apache=cms=api"
"com.linkedin.pegasus","r2-core","Pegasus is a framework for building robust, scalable service architectures using dynamic discovery and simple asychronous type-checked REST + JSON APIs.","linkedin"
"xmlenc","xmlenc","xmlenc Library",""
"org.clojure","tools.nrepl","NREPL","clojure=tools=repl"
"org.apache.geronimo.specs","geronimo-servlet_3.0_spec","Servlet 3.0 API","servlet=apache=specs"
"com.googlecode.lambdaj","lambdaj","The pseudo-functional collection manipulation library",""
"org.simpleframework","simple-xml","Simple is a high performance XML serialization and configuration framework for Java","xml"
"org.apache.tomcat","catalina","Tomcat Servlet Engine Core Classes and Standard implementations","apache=webserver=server=tomcat"
"org.glassfish","javax.servlet","Javax Servlet","servlet"
"org.mule.transports","mule-transport-servlet","A Mule transport for Servlet containers.","servlet=transport"
"org.mule.transports","mule-transport-email","A Mule transport for Email Connectivity. This transport supplies a Pop3 connector, Smtp connector and aMail connector which is an aggregation of the two.","mail=transport"
"org.apache.hive","hive-service","Hive Service","service=apache=hadoop"
"org.jboss.arquillian.junit","arquillian-junit-container","JUnit Container Implementation for the Arquillian Project","testing=junit=container=jboss"
"org.http4s","http4s-dsl_2.11","Simple DSL for writing http4s services","http=dsl"
"org.eclipse.aether","aether-spi","The service provider interface for repository system implementations and repository connectors.","eclipse=interface"
"com.typesafe.akka","akka-http-testkit_2.11","Akka Http: Modern, fast, asynchronous, streaming-first HTTP server and client.","actor=akka=testing=distributed=concurrency=typesafe=http"
"org.mock-server","mockserver-netty","MockServer & Proxy Netty","network=mock=socket=server=mocking=testing=netty"
"org.jasig.cas","cas-server-core-util","cas-server-core-util","server"
"org.mutabilitydetector","MutabilityDetector","Lightweight analysis tool for detecting mutability in Javaclasses.",""
"com.squareup.okio","okio","A modern I/O API for Java","io"
"com.github.samtools","htsjdk","A Java API for high-throughput sequencing data (HTS) formats","github"
"com.android.support","recyclerview-v7","Android Support RecyclerView v7","support=android"
"org.apache.spark","spark-hive_2.11","Spark Project Hive","spark=apache"
"com.moz.fiji.delegation","fiji-delegation","Fiji allows the imposition of schema and much else upon HBase.",""
"com.moz.fiji.common","fiji-common-flags","Fiji allows the imposition of schema and much else upon HBase.",""
"com.liferay","com.liferay.dynamic.data.mapping.api","Liferay Dynamic Data Mapping API","data=mapping=api"
"org.apache.flink","flink-test-utils_2.11","Flink Test Utilities","testing=apache"
"com.twitter","util-core_2.12","util-core","twitter"
"org.apache.avro","avro-compiler","Compilers for Avro IDL and Avro Specific Java API","compiler=serialization=avro=apache=protocol"
"org.apereo.cas","cas-server-core-tickets-api","cas-server-core-tickets-api","server=api"
"org.typelevel","cats_2.11","catsJVM","functional"
"org.eclipse.neoscada.core","org.eclipse.scada.da.client","Eclipse SCADA DA Client (Incubation)","eclipse=client"
"de.heikoseeberger","akka-sse_2.12","akka-sse","concurrency=akka=actor=distributed"
"io.kamon","kamon-system-metrics_2.12","kamon-system-metrics","system=metrics=io"
"org.eclipse.ditto","ditto-services-utils-devops","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse"
"org.eclipse.ditto","ditto-services-models-thingsearch","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse=model"
"org.eclipse.ditto","ditto-services-utils-distributed-cache-actors","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","actor=eclipse=service=cache=distributed"
"jmock","jmock-cglib","jMock is a library for testing Java code using mock objects. The CGLIB extension allows creating of mock objects for classes.","mock=bytecode"
"struts","struts","The core of the Struts framework is a flexible control layer based on standard technologies like Java Servlets, JavaBeans, ResourceBundles, and Extensible Markup Language (XML), as well as various Jakarta Commons packages. Struts encourages application architectures based on the Model 2 approach, a variation of the classic Model-View-Controller (MVC) design paradigm. Struts provides its own Controller component and integrates with other technologies to provide the Model and the View. For the Model, Struts ...","web-framework"
"batik","batik-bridge","Batik Bridge","graphics=svg=bridge"
"plexus","plexus-container-default","Default Plexus Container","container"
"org.mortbay.jetty","jsp-2.1-glassfish","JSP2.1 Jasper implementation from Glassfish","jsp=webserver=server=jetty"
"org.apache.derby","derbynet","Contains the Apache Derby network server, which allows remote clients to connect to Derby databases over a network connection using the Derby client JDBC driver.","database=apache"
"javax.xml","jaxrpc-api","Java Architecture For XML Binding","standard=javax=xml=api=specs"
"bsh","bsh","BSH",""
"org.jruby","jruby-complete","JRuby Complete","ruby=jvm=language"
"org.hibernate","hibernate-commons-annotations","EJB3-style annotations for Hibernate - common code","annotations=hibernate=persistence"
"org.eclipse.wst.xml","core","Structured Source XML Model","eclipse=xml"
"geronimo","j2ee-deployer","J2EE Deployer",""
"net.liftweb","lift-json_2.11","JSON Library","json=web-framework=scala"
"io.spray","spray-can_2.11","A suite of lightweight Scala libraries for building and consuming RESTful web services on top of Akka","io"
"io.spray","spray-routing_2.11","A suite of lightweight Scala libraries for building and consuming RESTful web services on top of Akka","io=routing"
"org.eclipse.jetty.aggregate","jetty-all-server","Jetty :: Aggregate :: All Server","server=eclipse=webserver=jetty"
"com.yahoo.platform.yui","yuicompressor","The YUI Compressor is a JavaScript compressor which, in addition to removingcomments and white-spaces, obfuscates local variables using the smallestpossible variable name. This obfuscation is safe, even when using constructssuch as 'eval' or 'with' (although the compression is not optimal is thosecases) Compared to jsmin, the average savings is around 20%.","platform=javascript"
"com.twitter","util-logging_2.11","util-logging","logging=twitter"
"org.springframework.boot","spring-boot-starter-data-jpa","Starter for using Spring Data JPA with Hibernate","persistence=data=spring=jpa=starter"
"org.apache.jena","jena-arq","ARQ is a SPARQL 1.1 query engine for Apache Jena","apache"
"net.liftweb","lift-testkit_2.11","Testkit for Webkit Library","testing=web-framework=scala"
"org.webjars","jquery","WebJar for jQuery","web=jquery=assets"
"qdox","qdox","QDox is a high speed, small footprint parser for extractingclass/interface/method definitions from source files complete withJavaDoc @tags. It is designed to be used by active code generators ordocumentation tools.","doc"
"com.netflix.hystrix","hystrix-core","hystrix-core",""
"org.neo4j","neo4j","Neo4j Community Edition","neo4j=database=graph=nosql"
"com.typesafe.play","play_2.10","Play","typesafe=play-framework=web=framework"
"org.springframework.security.oauth","spring-security-oauth2","Module for providing OAuth2 support to Spring Security","security=spring=authentication=oauth"
"org.apache.avro","avro-ipc","Avro inter-process communication components","communication=serialization=avro=distributed=apache=remoting=protocol"
"org.codehaus.groovy.modules.http-builder","http-builder","A builder-style HTTP client API, including authentication, and extensiblehandling of common content-types such as JSON and XML. It is built on top ofApache's HttpClient.","module=builder=client=groovy=codehaus=http"
"org.apache.maven.shared","file-management","API to collect files from a given directory using several include/exclude rules.","build=build-system=maven=apache=management"
"com.fasterxml.jackson.module","jackson-module-afterburner","Jackson (https://github.com/FasterXML/jackson) extension moduleused to enhance performance using bytecode generation to replace use of Reflection forfield access and method calls","module=json"
"org.seleniumhq.selenium","selenium-htmlunit-driver","Selenium HtmlUnit Driver","selenium=htmlunit=testing=web=driver"
"org.eclipse.core","expressions","Expression Language","eclipse=expression=language=runtime"
"org.eclipse.jdt","launching","Java Development Tools Launching Support","eclipse"
"org.twdata.maven","mojo-executor","Mojo Executor","maven=build=build-system"
"com.netflix.governator","governator","governator","classpath"
"org.apache.hadoop","hadoop-minicluster","Apache Hadoop Mini-Cluster","hadoop=apache"
"org.apache.maven.wagon","wagon-ssh","Apache Maven Wagon :: Providers :: SSH Provider","network=ssh=build=build-system=maven=apache"
"com.fasterxml.woodstox","woodstox-core","Woodstox is a high-performance XML processor that implements Stax (JSR-173),SAX2 and Stax2 APIs",""
"net.sf.supercsv","super-csv","Super CSV is a fast, programmer-friendly, free CSV package for Java","csv=tabular"
"org.scalacheck","scalacheck_2.9.2","scalacheck","scala=testing"
"org.apache.derby","derbytools","Contains Apache Derby tools like ij, sysinfo, and dblook.","database=apache"
"org.scalaz","scalaz-scalacheck-binding_2.11","scalaz-scalacheck-binding","binding=scala=scalaz=functional"
"com.typesafe.play","play-java_2.11","Play-Java","typesafe=play-framework"
"org.jasig.cas.client","cas-client-core","Jasig CAS Client For Java Core","client"
"com.chuusai","shapeless_2.10","core",""
"com.google.errorprone","error_prone_annotations","Error Prone Annotations","defect=google=annotations=analysis=metadata"
"org.osgi","org.osgi.service.cm","OSGi Companion Code for org.osgi.service.cm Version 1.6.0","service=osgi"
"org.webjars.npm","debug","WebJar for debug","web=debug=assets"
"org.webjars.npm","mkdirp","WebJar for mkdirp","web=assets"
"org.apache.spark","spark-mllib_2.11","Spark Project ML Library","machine-learning=spark=apache=ai"
"com.moz.fiji.checkin","fiji-checkin","Fiji allows the imposition of schema and much else upon HBase.",""
"com.moz.fiji.schema","fiji-schema-avro","Fiji allows the imposition of schema and much else upon HBase.","protocol=serialization=avro=schema"
"com.moz.fiji.schema","cdh5-bridge","Fiji allows the imposition of schema and much else upon HBase.","bridge=schema"
"com.moz.fiji.schema","schema-platform-api","Fiji allows the imposition of schema and much else upon HBase.","schema=api=platform"
"org.apache.flink","flink-runtime_2.10","Flink Runtime","apache=runtime"
"org.scala-js","scalajs-library_2.10","Scala.js library","scala=scalajs=library"
"org.qi4j.core","org.qi4j.core.bootstrap","Qi4j Core Bootstrap","bootstrap"
"com.twitter","finagle-core_2.12","finagle-core","communication=finagle=distributed=twitter=remoting"
"com.typesafe.akka","akka-http-core_2.11","Akka Http: Modern, fast, asynchronous, streaming-first HTTP server and client.","actor=akka=distributed=concurrency=typesafe=http"
"com.github.emc-mongoose","mongoose-ui","Mongoose is a high-load storage performance testing tool","github=ui"
"com.github.pshirshov.izumi.legacy","commons-test_2.11","commons-test","github=testing"
"io.monix","monix_2.12","Root project for Monix, a library for asynchronous programming in Scala. See: https://monix.io","io"
"io.confluent","kafka-schema-registry","Kafka Schema Registry","registry=streaming=kafka=schema=io"
"com.github.ldaniels528","scalajs-common_sjs0.6_2.11","Scala.js common/utilities","github=scala=scalajs"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.ae.data","Eclipse SCADA NextGenerationProtocol AE Data (Incubation)","data=eclipse"
"org.eclipse.neoscada.core","org.eclipse.scada.core.connection.provider","Eclipse SCADA Core Connection Provider (Incubation)","provider=eclipse=connection"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.da.core.server","Eclipse SCADA DA Core Server (Incubation)","server=eclipse"
"org.eclipse.ditto","ditto-services-utils-config","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse=config"
"org.eclipse.ditto","ditto-signals-base","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","eclipse"
"org.eclipse.ditto","ditto-model-messages","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=eclipse"
"de.wayofquality.blended","blended.testsupport_2.12","Some test helper classes",""
"org.eclipse.ui","navigator","Common Navigator View","eclipse=ui"
"org.apache.cxf","cxf-rt-ws-addr","Apache CXF Runtime WS Addressing","apache"
"com.thoughtworks.qdox","qdox","QDox is a high speed, small footprint parser for extracting class/interface/method definitions from source filescomplete with JavaDoc @tags. It is designed to be used by active code generators or documentation tools.","doc=java=compiler=parser"
"org.apache.maven","maven-profile","Maven Profile Model","maven=build=build-system=apache"
"org.apache.myfaces.core","myfaces-impl","The private implementation classes of the Apache MyFaces Core JSF-2.3 Implementation","apache=jsf"
"org.codehaus.plexus","plexus-i18n","Plexus I18N Component","i18n=codehaus"
"axis","axis","An implementation of the SOAP ("Simple Object Access Protocol") submission to W3C.",""
"javax.faces","jsf-api","This is the master POM file for Oracle's Implementation of the JSF 2.1 Specification.","jsf=standard=javax=api=specs"
"org.eclipse.jst.common","frameworks","Integration Plug In","framework=eclipse"
"org.eclipse.wst.sse","core","Structured Text Model","eclipse"
"geronimo","j2ee-server","J2EE Server","server"
"geronimo","geronimo-deployment","Geronimo Deployment","deployment"
"org.eclipse.wst.common.emfworkbench","integration","EMF Workbench Edit Plug In","integration=eclipse"
"org.eclipse.debug","core","Debug Core","eclipse=debug"
"asm","asm-commons","ASM Commons","bytecode"
"org.apache.avalon.framework","avalon-framework-impl","Avalon Framework Implementation","framework=apache=container"
"org.apache.geronimo.specs","geronimo-jpa_2.0_spec","Implementation of Sun JSR-317 JPA 2.0 Spec API","persistence=jpa=apache=specs"
"org.apache.cassandra","cassandra-thrift","The Apache Cassandra Project develops a highly scalable second-generation distributed database, bringing together Dynamo's fully distributed design and Bigtable's ColumnFamily-based data model.","database=cassandra=serialization=driver=apache=client=thrift=protocol"
"com.sun.faces","jsf-api","This is the master POM file for Oracle's Implementation of the JSF 2.2 Specification.","jsf=api"
"org.openrdf.sesame","sesame-rio-turtle","Rio parser and writer implementation for the Turtle file format.",""
"org.apache.geronimo.specs","geronimo-stax-api_1.0_spec","Streaming API For XML (STAX API 1.0)","streaming=apache=xml=api=specs"
"com.twitter","util-core_2.10","util-core","twitter"
"org.apache.tomcat","tomcat-jasper","Tomcats JSP Parser","apache=webserver=server=tomcat"
"org.apache.hbase","hbase","Apache HBase is the Hadoop database. Use it when you needrandom, realtime read/write access to your Big Data.This project's goal is the hosting of very large tables -- billions of rows X millions of columns -- atop clustersof commodity hardware.","database=nosql=hadoop=apache=hbase"
"net.java.dev.jna","jna-platform","Java Native Access Platform","native=platform"
"org.apache.uima","uimaj-core","The core implementation of the UIMA Java Framework","apache"
"org.apache.openjpa","openjpa","OpenJPA Aggregate Jar","apache=persistence=jpa"
"org.threeten","threetenbp","Backport of JSR-310 from JDK 8 to JDK 7 and JDK 6. NOT an implementation of the JSR.",""
"org.springframework.ldap","spring-ldap-core","spring-ldap-core","spring=directory=ldap"
"net.lingala.zip4j","zip4j","Zip4j - A Java library for zip files and streams","compression"
"org.apache.lucene","lucene-analyzers","Additional Analyzers","index=lucene=apache=analyzer"
"org.python","jython-standalone","Jython is an implementation of the high-level, dynamic, object-orientedlanguage Python written in 100% Pure Java, and seamlessly integrated withthe Java platform. It thus allows you to run Python on any Java platform.","python=language=runtime"
"org.jgroups","jgroups","Reliable cluster communication toolkit","distributed=communication=remoting"
"org.netbeans.api","org-netbeans-api-annotations-common","NetBeans API Annotations Common","annotations=api=ide=netbeans"
"edu.stanford.nlp","stanford-corenlp","Stanford CoreNLP provides a set of natural language analysis tools which can take raw English language text input and give the base forms of words, their parts of speech, whether they are names of companies, people, etc., normalize dates, times, and numeric quantities, mark up the structure of sentences in terms of phrases and word dependencies, and indicate which noun phrases refer to the same entities. It provides the foundational building blocks for higher level text understanding applications.","nlp"
"org.glassfish.grizzly","grizzly-http-server","Grizzly HTTP Server","server=http"
"org.jboss.resteasy","jaxrs-api","JAX RS Core API","jboss=api=rest=jaxrs"
"org.jboss.byteman","byteman","The byteman jar merges the byteman-agent jar contents with those of thebyteman-jigsaw and byteman-layer jars as a mutli-release jar. The contentsof the latter two jars are installed under META-INF/versions/9 ensuringthat they are only linked when Byteman is deployed on a JDK9+ JVM","jboss=bytecode=aspect=aop"
"org.scalaz","scalaz-core_2.10","scalaz-core","scalaz=scala=functional"
"com.squareup.retrofit","retrofit","Retrofit",""
"org.springframework.boot","spring-boot-test","Spring Boot Test","testing=spring"
"quartz","quartz","OpenSymphony's Quartz Scheduler","scheduling"
"org.apache.sling","org.apache.sling.jcr.api","This OSGi bundle provides the JCR packages aswell as a helper service interface to be implemented andprovided by repository providers.","apache=api"
"org.drools","drools-core","Drools :: Core","rule-engine"
"org.glassfish.jersey.media","jersey-media-moxy","Jersey JSON entity providers support module based on EclipseLink MOXy.","webservice"
"org.apache.opennlp","opennlp-tools","Apache OpenNLP Tools","tools=apache=nlp"
"net.sf.jtidy","jtidy","JTidy is a Java port of HTML Tidy, a HTML syntax checker and pretty printer. Like its non-Java cousin, JTidy can beused as a tool for cleaning up malformed and faulty HTML. In addition, JTidy provides a DOM interface to thedocument that is being processed, which effectively makes you able to use JTidy as a DOM parser for real-world HTML.","html=parser"
"org.glassfish.jersey.ext","jersey-bean-validation","Jersey extension module providing support for Bean Validation (JSR-349) API.","beans=webservice=validation"
"javolution","javolution","Javolution - Java Solution for Real-Time and Embedded Systems.This project uses template classes to generates java code for various versionsof the Java run-time (e.g. J2ME, 1.4, GCJ, 1.5). The default maven compilationbuilds OSGI bundle for Java 1.5+ (parameterized classes).For others targets the ant script should be used directly (e.g. "ant j2me").",""
"io.vertx","vertx-hazelcast","Vert.x Hazelcast","hazelcast=vertx=io"
"io.dropwizard","dropwizard-testing","Dropwizard Test Helpers","io=testing"
"org.grails","grails-bootstrap","Grails Web Application Framework","grails=groovy=bootstrap"
"org.powermock","powermock-module-junit4-rule","PowerMock support module for JUnit 4.x rules.","module=mock=testing=junit"
"org.powermock","powermock-classloading-xstream","Performs classloader deep-cloning using X-Stream.","mock=xml"
"com.sparkjava","spark-core","A micro framework for creating web applications in Kotlin and Java 8 with minimal effort","spark=web=framework"
"com.github.stephenc.findbugs","findbugs-annotations","A clean room implementation of the Findbugs Annotations based entirely on the specification providedby the javadocs and at http://findbugs.sourceforge.net/manual/annotations.html.","github=defect=annotations=analysis=metadata"
"io.rest-assured","rest-assured","Java DSL for easy testing of REST services","io=rest"
"io.swagger","swagger-jersey2-jaxrs","Swagger Jersey2 JAXRS (Jersey 2.x Support)","rest=webservice=io=swagger=api=jaxrs"
"org.ojbc.bundles.shared","ojb-resources-common","OJB :: OJB Resources Common :: Shared","bundle=resource"
"com.moz.fiji.schema","fiji-schema","Fiji allows the imposition of schema and much else upon HBase.","schema"
"org.springframework.cloud","spring-cloud-bus","Spring Cloud Bus","spring=cloud"
"org.springframework.cloud","spring-cloud-starter","Spring Cloud Starter","spring=cloud=starter"
"io.snappydata","snappy-spark-tags_2.11","TIBCO ComputeDB distributed data store and execution engine","tags=spark=compression=io"
"com.liferay","com.liferay.dynamic.data.mapping.taglib","Liferay Dynamic Data Mapping Taglib","data=mapping=taglib"
"io.spray","spray-json_2.12","A Scala library for easy and idiomatic JSON (de)serialization","io=json"
"org.apereo.cas","cas-server-core-logout-api","cas-server-core-logout-api","server=api"
"org.apereo.cas","cas-server-core-authentication-mfa","cas-server-core-authentication-mfa","server=authentication"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.item","Item Model (Incubation)","eclipse=ide=config"
"com.github.pshirshov.izumi.legacy","commons-test_2.12","commons-test","github=testing"
"org.eclipse.ditto","ditto-services-utils-test","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=testing=eclipse"
"org.eclipse.ditto","ditto-services-utils-health","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=eclipse"
"org.eclipse.ditto","ditto-services-models-streaming","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","service=streaming=eclipse=model"
"org.eclipse.ditto","ditto-model-thingsearch-parser","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=parser=eclipse"
"org.eclipse.ditto","ditto-model-devops","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=eclipse"
"batik","batik-gui-util","Batik GUI Utilities","graphics=svg"
"avalon-logkit","avalon-logkit","Log4j-like logging toolkit.","container=logging"
"org.springframework","spring-dao","Spring Framework: DAO","dao=spring"
"javax.jms","jms-api","Java EE JMS API","jms=standard=queue=javax=client=message=api=specs"
"org.apache.tuscany.sca","tuscany-assembly","Apache Tuscany SCA Assembly Model","assembly=apache"
"org.apache.tuscany.sca","tuscany-core","Apache Tuscany SCA Core Runtime","apache"
"commons-jelly","commons-jelly-tags-xml","The Jelly XML Tag Library","tags=scripting=xml"
"exo","exoplatform.services.organization.api","EXo Organization Service API","service=api"
